58891288_0_1117541047012405958,1,http://dbpedia.org/ontology/Work,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Book
8468806_0_4382447409703007384,1,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Location,http://dbpedia.org/ontology/BodyOfWater
50245608_0_871275842592178099,0,http://dbpedia.org/ontology/Work,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Book
14067031_0_559833072073397908,1,http://dbpedia.org/ontology/Language
8286121_0_8471791395229161598,0,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place
39759273_0_1427898308030295194,1,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Work,http://dbpedia.org/ontology/Book
14380604_4_3329235705746762392,1,http://dbpedia.org/ontology/Company,http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/Agent
20135078_0_7570343137119682530,3,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Animal,http://dbpedia.org/ontology/Eukaryote
29414811_6_8221428333921653560,1,http://dbpedia.org/ontology/VideoGame,http://dbpedia.org/ontology/Software,http://dbpedia.org/ontology/Work
14067031_0_559833072073397908,7,http://dbpedia.org/ontology/Currency,http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/Place
71137051_0_8039724067857124984,0,http://dbpedia.org/ontology/Bird,http://dbpedia.org/ontology/Animal,http://dbpedia.org/ontology/Insect
29414811_2_4773219892816395776,1,http://dbpedia.org/ontology/Software,http://dbpedia.org/ontology/VideoGame,http://dbpedia.org/ontology/Work
99070098_0_2074872741302696997,1,http://dbpedia.org/ontology/Mountain,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Location
35188621_0_6058553107571275232,3,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Animal,http://dbpedia.org/ontology/Eukaryote
43237185_1_3636357855502246981,3,http://dbpedia.org/ontology/Scientist,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Animal
50245608_0_871275842592178099,3,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Animal,http://dbpedia.org/ontology/Eukaryote
46671561_0_6122315295162029872,0,http://dbpedia.org/ontology/VideoGame,http://dbpedia.org/ontology/Work,http://dbpedia.org/ontology/Software
29414811_6_8221428333921653560,4,http://dbpedia.org/ontology/Company,http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/Agent
11833461_1_3811022039809817402,0,http://dbpedia.org/ontology/VideoGame,http://dbpedia.org/ontology/Software,http://dbpedia.org/ontology/Work
21245481_0_8730460088443117515,1,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Dam,http://dbpedia.org/ontology/ArchitecturalStructure
38428277_0_1311643810102462607,3,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Animal,http://dbpedia.org/ontology/Eukaryote
13719111_1_5719401842463579519,0,http://dbpedia.org/ontology/Bird,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Eukaryote
77694908_0_6083291340991074532,1,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Work,http://dbpedia.org/ontology/Book
20135078_0_7570343137119682530,1,http://dbpedia.org/ontology/Work,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/WrittenWork
43237185_1_3636357855502246981,0,http://dbpedia.org/ontology/Scientist,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Animal
88523363_0_8180214313099580515,0,http://dbpedia.org/ontology/Plant,http://dbpedia.org/ontology/Eukaryote,http://dbpedia.org/ontology/Species
1438042989043_35_20150728002309-00287-ip-10-236-191-2_875026214_2,0,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Location,http://dbpedia.org/ontology/Mountain
58891288_0_1117541047012405958,3,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Animal,http://dbpedia.org/ontology/Eukaryote
25404227_0_2240631045609013057,3,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Animal,http://dbpedia.org/ontology/Eukaryote
9475172_1_1023126399856690702,1,http://dbpedia.org/ontology/TelevisionShow,http://dbpedia.org/ontology/Work,http://dbpedia.org/ontology/Person
60319454_0_3938426910282115527,0,http://dbpedia.org/ontology/Mammal,http://dbpedia.org/ontology/Animal,http://dbpedia.org/ontology/Insect
52299421_0_4473286348258170200,1,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place
37856682_0_6818907050314633217,0,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Location
77694908_0_6083291340991074532,3,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Animal,http://dbpedia.org/ontology/Eukaryote
39759273_0_1427898308030295194,3,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Animal,http://dbpedia.org/ontology/Eukaryote
29414811_2_4773219892816395776,4,http://dbpedia.org/ontology/Company,http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/Agent
29414811_13_8724394428539174350,2,http://dbpedia.org/ontology/MusicGenre
33401079_0_9127583903019856402,0,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Animal,http://dbpedia.org/ontology/Eukaryote
26310680_0_5150772059999313798,1,http://dbpedia.org/ontology/Currency,http://dbpedia.org/ontology/MilitaryUnit,http://dbpedia.org/ontology/Place
10579449_0_1681126353774891032,1,http://dbpedia.org/ontology/Newspaper,http://dbpedia.org/ontology/Work,http://dbpedia.org/ontology/WrittenWork
29414811_6_8221428333921653560,2,http://dbpedia.org/ontology/MusicGenre
84548468_0_5955155464119382182,3,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Animal,http://dbpedia.org/ontology/Eukaryote
55004961_0_2904467548072189860,0,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place
63450419_0_8012592961815711786,1,http://dbpedia.org/ontology/Plant,http://dbpedia.org/ontology/Eukaryote,http://dbpedia.org/ontology/Species
39107734_2_2329160387535788734,1,http://dbpedia.org/ontology/Airport,http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/Infrastructure
29414811_12_251152470253168163,4,http://dbpedia.org/ontology/Company,http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/Agent
91959037_0_7907661684242014480,1,http://dbpedia.org/ontology/VideoGame,http://dbpedia.org/ontology/Work,http://dbpedia.org/ontology/Software
75367212_2_2745466355267233390,1,http://dbpedia.org/ontology/Company,http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/Agent
84575189_0_6365692015941409487,2,http://dbpedia.org/ontology/AcademicJournal,http://dbpedia.org/ontology/Work,http://dbpedia.org/ontology/WrittenWork
14380604_4_3329235705746762392,2,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Location
40534006_0_4617468856744635526,1,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Animal,http://dbpedia.org/ontology/Eukaryote
29414811_13_8724394428539174350,4,http://dbpedia.org/ontology/Company,http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/Agent
1438042986423_95_20150728002306-00125-ip-10-236-191-2_88435628_5,0,http://dbpedia.org/ontology/PoliticalParty,http://dbpedia.org/ontology/Colour
84548468_0_5955155464119382182,1,http://dbpedia.org/ontology/Work,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Book
8468806_0_4382447409703007384,2,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Location
35188621_0_6058553107571275232,1,http://dbpedia.org/ontology/Work,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/WrittenWork
22864497_0_8632623712684511496,0,http://dbpedia.org/ontology/VideoGame,http://dbpedia.org/ontology/Work,http://dbpedia.org/ontology/Software
14067031_0_559833072073397908,5,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Location,http://dbpedia.org/ontology/PopulatedPlace
29414811_12_251152470253168163,2,http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/ontology/SoccerTournament,http://dbpedia.org/ontology/VideoGame
88523363_0_8180214313099580515,2,http://dbpedia.org/ontology/Insect,http://dbpedia.org/ontology/Animal,http://dbpedia.org/ontology/Plant
28086084_0_3127660530989916727,0,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Animal,http://dbpedia.org/ontology/Eukaryote
50245608_0_871275842592178099,4,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Animal,http://dbpedia.org/ontology/Eukaryote
9834884_0_3871985887467090123,1,http://dbpedia.org/ontology/Museum,http://dbpedia.org/ontology/Building,http://dbpedia.org/ontology/ArchitecturalStructure
69881946_0_1105130426898457358,1,http://dbpedia.org/ontology/Work,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person
25404227_0_2240631045609013057,1,http://dbpedia.org/ontology/Work,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Book
75367212_2_2745466355267233390,2,http://dbpedia.org/ontology/Company,http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/Agent
39650055_5_7135804139753401681,1,http://dbpedia.org/ontology/Company,http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/Agent
29414811_2_4773219892816395776,2,http://dbpedia.org/ontology/MusicGenre
16767252_0_2409448375013995751,3,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Animal,http://dbpedia.org/ontology/Eukaryote
71840765_0_6664391841933033844,0,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Location
36102169_0_7739454799295072814,1,http://dbpedia.org/ontology/Company,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Organisation
26310680_0_5150772059999313798,0,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place
45073662_0_3179937335063201739,1,http://dbpedia.org/ontology/BaseballPlayer,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Animal
11833461_1_3811022039809817402,1,http://dbpedia.org/ontology/Company,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Organisation
21245481_0_8730460088443117515,0,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Location
53822652_0_5767892317858575530,3,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Animal,http://dbpedia.org/ontology/Eukaryote
39173938_0_7916056990138658530,1,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Work,http://dbpedia.org/ontology/Person
8286121_0_8471791395229161598,1,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Location,http://dbpedia.org/ontology/PopulatedPlace
21362676_0_6854186738074119688,3,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Animal,http://dbpedia.org/ontology/Eukaryote
46671561_0_6122315295162029872,1,http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/ontology/SoccerTournament,http://dbpedia.org/ontology/AmusementParkAttraction
80588006_0_6965325215443683359,1,http://dbpedia.org/ontology/Newspaper,http://dbpedia.org/ontology/WrittenWork,http://dbpedia.org/ontology/PeriodicalLiterature
22864497_0_8632623712684511496,1,http://dbpedia.org/ontology/Company,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Organisation
61121469_0_6337620713408906340,0,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Location
53989675_0_8697482470743954630,0,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Location,http://dbpedia.org/ontology/BodyOfWater
66009064_0_9148652238372261251,0,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Animal,http://dbpedia.org/ontology/Eukaryote
55004961_0_2904467548072189860,1,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Location
50270082_0_444360818941411589,1,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Animal,http://dbpedia.org/ontology/Eukaryote
24036779_0_5608105867560183058,0,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place
41336118_0_4331895026409635103,0,http://dbpedia.org/ontology/Company,http://dbpedia.org/ontology/Agent,http://dbpedia.org/ontology/Organisation
69881946_0_1105130426898457358,3,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Animal,http://dbpedia.org/ontology/Eukaryote
54719588_0_8417197176086756912,3,http://dbpedia.org/ontology/Work,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/MusicGenre
43237185_1_3636357855502246981,2,http://dbpedia.org/ontology/University,http://dbpedia.org/ontology/Organisation,http://dbpedia.org/ontology/EducationalInstitution
9834884_0_3871985887467090123,2,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Location
16767252_0_2409448375013995751,1,http://dbpedia.org/ontology/Work,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person
61121469_0_6337620713408906340,1,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Location,http://dbpedia.org/ontology/PopulatedPlace
29414811_12_251152470253168163,1,http://dbpedia.org/ontology/VideoGame,http://dbpedia.org/ontology/Software,http://dbpedia.org/ontology/Work
55238374_0_3379409961751009152,0,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Place
41480166_0_6681239260286218499,0,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Animal,http://dbpedia.org/ontology/Eukaryote
57943722_0_8666078014685775876,0,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Location
38428277_0_1311643810102462607,1,http://dbpedia.org/ontology/Work,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Book
36102169_0_7739454799295072814,2,http://dbpedia.org/ontology/VideoGame,http://dbpedia.org/ontology/Work,http://dbpedia.org/ontology/Software
55238374_0_3379409961751009152,1,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Location,http://dbpedia.org/ontology/Settlement
9567241_0_5666388268510912770,1,http://dbpedia.org/ontology/Newspaper,http://dbpedia.org/ontology/WrittenWork,http://dbpedia.org/ontology/PeriodicalLiterature
69537082_0_7789694313271016902,1,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place
57943722_0_8666078014685775876,1,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Location,http://dbpedia.org/ontology/City
14067031_0_559833072073397908,0,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place
53822652_0_5767892317858575530,1,http://dbpedia.org/ontology/Work,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Book
54719588_0_8417197176086756912,5,http://dbpedia.org/ontology/Settlement,http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/ontology/Place
24036779_0_5608105867560183058,5,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/PoliticalParty
34041816_1_4749054164534706977,1,http://dbpedia.org/ontology/Airport,http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/ontology/Infrastructure
39173938_0_7916056990138658530,3,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Animal,http://dbpedia.org/ontology/Eukaryote
54719588_0_8417197176086756912,4,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/ontology/Place
66009064_0_9148652238372261251,2,http://dbpedia.org/ontology/City,http://dbpedia.org/ontology/Settlement,http://dbpedia.org/ontology/PopulatedPlace
21362676_0_6854186738074119688,1,http://dbpedia.org/ontology/Work,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Book
29414811_13_8724394428539174350,1,http://dbpedia.org/ontology/VideoGame,http://dbpedia.org/ontology/Software,http://dbpedia.org/ontology/Work
75367212_2_2745466355267233390,0,http://dbpedia.org/ontology/VideoGame,http://dbpedia.org/ontology/Software,http://dbpedia.org/ontology/Work
